accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,coverage,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,threshold
160,158,0.9875,0.0125,2,0.6,0.98846435546875,0.25,0.033854166666666664,1.0,msp,0.25,0,0.246875,mild,0.00020038353271553677
167,165,0.9880239520958084,0.011976047904191617,2,0.6,0.98846435546875,0.2609375,0.033854166666666664,1.0,msp,0.25,0,0.2578125,mild,0.00022727634996024375
173,171,0.9884393063583815,0.011560693641618497,2,0.6,0.98846435546875,0.2703125,0.033854166666666664,1.0,msp,0.25,0,0.2671875,mild,0.0002673093524431824
179,177,0.9888268156424581,0.0111731843575419,2,0.6,0.98846435546875,0.2796875,0.033854166666666664,1.0,msp,0.25,0,0.2765625,mild,0.00030114265531293164
186,184,0.989247311827957,0.010752688172043012,2,0.6,0.98846435546875,0.290625,0.033854166666666664,1.0,msp,0.25,0,0.2875,mild,0.0003212207127131428
192,190,0.9895833333333334,0.010416666666666666,2,0.6,0.98846435546875,0.3,0.033854166666666664,1.0,msp,0.25,0,0.296875,mild,0.0003334600753997718
199,197,0.9899497487437185,0.010050251256281407,2,0.6,0.98846435546875,0.3109375,0.033854166666666664,1.0,msp,0.25,0,0.3078125,mild,0.0003561373958798675
205,203,0.9902439024390244,0.00975609756097561,2,0.6,0.98846435546875,0.3203125,0.033854166666666664,1.0,msp,0.25,0,0.3171875,mild,0.0003712344766092768
211,209,0.990521327014218,0.009478672985781991,2,0.6,0.98846435546875,0.3296875,0.033854166666666664,1.0,msp,0.25,0,0.3265625,mild,0.0004021433650378936
218,216,0.9908256880733946,0.009174311926605505,2,0.6,0.98846435546875,0.340625,0.033854166666666664,1.0,msp,0.25,0,0.3375,mild,0.00045882423772392077
224,222,0.9910714285714286,0.008928571428571428,2,0.6,0.98846435546875,0.35,0.033854166666666664,1.0,msp,0.25,0,0.346875,mild,0.000500680030971096
232,230,0.9913793103448276,0.008620689655172414,2,0.6,0.98846435546875,0.3625,0.033854166666666664,1.0,msp,0.25,0,0.359375,mild,0.0005493086686965132
237,235,0.9915611814345991,0.008438818565400843,2,0.6,0.98846435546875,0.3703125,0.033854166666666664,1.0,msp,0.25,0,0.3671875,mild,0.0005770231894968571
243,241,0.9917695473251029,0.00823045267489712,2,0.6,0.98846435546875,0.3796875,0.033854166666666664,1.0,msp,0.25,0,0.3765625,mild,0.0006048602130526692
250,248,0.992,0.008,2,0.6,0.98846435546875,0.390625,0.033854166666666664,1.0,msp,0.25,0,0.3875,mild,0.0006481985587564132
256,254,0.9921875,0.0078125,2,0.6,0.98846435546875,0.4,0.033854166666666664,1.0,msp,0.25,0,0.396875,mild,0.0007056747719220281
