accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,backbone,coverage,detector_control,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,target_openout,threshold
375,375,1.0,0.0,0,0.42745535714285715,0.9996897379557291,dino+siglip2+openclip,0.4185267857142857,learned_selective_risk+semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom,0.5,1,0.4185267857142857,medium,openout<=0.02,0.02720900423458312
381,379,0.994750656167979,0.005249343832020997,2,0.42745535714285715,0.9996897379557291,dino+siglip2+openclip,0.4252232142857143,learned_selective_risk+semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom,0.5,1,0.42299107142857145,medium,openout<=0.05,0.3949456852746866
413,383,0.927360774818402,0.07263922518159806,30,0.42745535714285715,0.9996897379557291,dino+siglip2+openclip,0.4609375,learned_selective_risk+semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom,0.5,1,0.42745535714285715,medium,openout<=0.10,0.9818174483268759
340,340,1.0,0.0,0,0.42745535714285715,0.9994150797526041,dino+siglip2+openclip,0.3794642857142857,learned_risk_head_only_no_fallback,0.0,0.9973958333333334,opensemcom_risk_head,0.5,1,0.3794642857142857,medium,openout<=0.01,5.3910356655251255e-05
368,367,0.9972826086956522,0.002717391304347826,1,0.42745535714285715,0.9994150797526041,dino+siglip2+openclip,0.4107142857142857,learned_risk_head_only_no_fallback,0.0,0.9973958333333334,opensemcom_risk_head,0.5,1,0.4095982142857143,medium,openout<=0.02,0.00022185858470038573
386,380,0.9844559585492227,0.015544041450777202,6,0.42745535714285715,0.9994150797526041,dino+siglip2+openclip,0.43080357142857145,learned_risk_head_only_no_fallback,0.0,0.9973958333333334,opensemcom_risk_head,0.5,1,0.42410714285714285,medium,openout<=0.05,0.025039939470589828
416,383,0.9206730769230769,0.07932692307692307,33,0.42745535714285715,0.9994150797526041,dino+siglip2+openclip,0.4642857142857143,learned_risk_head_only_no_fallback,0.0,0.9973958333333334,opensemcom_risk_head,0.5,1,0.42745535714285715,medium,openout<=0.10,0.9989029568433762
375,375,1.0,0.0,0,0.42745535714285715,0.9996897379557291,dino+siglip2+openclip,0.4185267857142857,mixed_open_calibration_no_fallback,0.0,0.9973958333333334,opensemcom_calibrated,0.5,1,0.4185267857142857,medium,openout<=0.01,0.02720900423458312
375,375,1.0,0.0,0,0.42745535714285715,0.9996897379557291,dino+siglip2+openclip,0.4185267857142857,mixed_open_calibration_no_fallback,0.0,0.9973958333333334,opensemcom_calibrated,0.5,1,0.4185267857142857,medium,openout<=0.02,0.02720900423458312
381,379,0.994750656167979,0.005249343832020997,2,0.42745535714285715,0.9996897379557291,dino+siglip2+openclip,0.4252232142857143,mixed_open_calibration_no_fallback,0.0,0.9973958333333334,opensemcom_calibrated,0.5,1,0.42299107142857145,medium,openout<=0.05,0.3949456852746866
