accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,coverage,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,threshold
582,240,0.41237113402061853,0.5876288659793815,342,0.42857142857142855,0.54339599609375,0.6495535714285714,0.7239583333333334,1.0,vim,0.5,1,0.26785714285714285,medium,0.6628742069005966
591,242,0.40947546531302875,0.5905245346869712,349,0.42857142857142855,0.54339599609375,0.6595982142857143,0.7239583333333334,1.0,vim,0.5,1,0.2700892857142857,medium,0.6698895514011385
600,244,0.4066666666666667,0.5933333333333334,356,0.42857142857142855,0.54339599609375,0.6696428571428571,0.7239583333333334,1.0,vim,0.5,1,0.27232142857142855,medium,0.6747566074132919
609,246,0.4039408866995074,0.5960591133004927,363,0.42857142857142855,0.54339599609375,0.6796875,0.7239583333333334,1.0,vim,0.5,1,0.27455357142857145,medium,0.6806495666503907
618,248,0.40129449838187703,0.598705501618123,370,0.42857142857142855,0.54339599609375,0.6897321428571429,0.7239583333333334,1.0,vim,0.5,1,0.2767857142857143,medium,0.6856110841035843
627,252,0.4019138755980861,0.5980861244019139,375,0.42857142857142855,0.54339599609375,0.6997767857142857,0.7239583333333334,1.0,vim,0.5,1,0.28125,medium,0.693661093711853
636,256,0.4025157232704403,0.5974842767295597,380,0.42857142857142855,0.54339599609375,0.7098214285714286,0.7239583333333334,1.0,vim,0.5,1,0.2857142857142857,medium,0.698695719242096
645,260,0.40310077519379844,0.5968992248062015,385,0.42857142857142855,0.54339599609375,0.7198660714285714,0.7239583333333334,1.0,vim,0.5,1,0.29017857142857145,medium,0.7090184450149536
654,263,0.40214067278287463,0.5978593272171254,391,0.42857142857142855,0.54339599609375,0.7299107142857143,0.7239583333333334,1.0,vim,0.5,1,0.2935267857142857,medium,0.7203050136566163
663,267,0.40271493212669685,0.5972850678733032,396,0.42857142857142855,0.54339599609375,0.7399553571428571,0.7239583333333334,1.0,vim,0.5,1,0.29799107142857145,medium,0.731173026561737
672,270,0.4017857142857143,0.5982142857142857,402,0.42857142857142855,0.54339599609375,0.75,0.7239583333333334,1.0,vim,0.5,1,0.3013392857142857,medium,0.7408348619937897
681,275,0.40381791483113066,0.5961820851688693,406,0.42857142857142855,0.54339599609375,0.7600446428571429,0.7239583333333334,1.0,vim,0.5,1,0.30691964285714285,medium,0.7497141480445862
690,278,0.4028985507246377,0.5971014492753624,412,0.42857142857142855,0.54339599609375,0.7700892857142857,0.7239583333333334,1.0,vim,0.5,1,0.31026785714285715,medium,0.7545153141021729
699,283,0.40486409155937053,0.5951359084406295,416,0.42857142857142855,0.54339599609375,0.7801339285714286,0.7239583333333334,1.0,vim,0.5,1,0.3158482142857143,medium,0.764000654220581
708,287,0.4053672316384181,0.594632768361582,421,0.42857142857142855,0.54339599609375,0.7901785714285714,0.7239583333333334,1.0,vim,0.5,1,0.3203125,medium,0.7724071979522705
717,293,0.4086471408647141,0.5913528591352859,424,0.42857142857142855,0.54339599609375,0.8002232142857143,0.7239583333333334,1.0,vim,0.5,1,0.32700892857142855,medium,0.7845229506492615
725,295,0.4068965517241379,0.593103448275862,430,0.42857142857142855,0.54339599609375,0.8091517857142857,0.7239583333333334,1.0,vim,0.5,1,0.32924107142857145,medium,0.7899458348751068
734,298,0.40599455040871935,0.5940054495912807,436,0.42857142857142855,0.54339599609375,0.8191964285714286,0.7239583333333334,1.0,vim,0.5,1,0.3325892857142857,medium,0.7960616946220398
743,301,0.40511440107671604,0.594885598923284,442,0.42857142857142855,0.54339599609375,0.8292410714285714,0.7239583333333334,1.0,vim,0.5,1,0.3359375,medium,0.815298017859459
752,304,0.40425531914893614,0.5957446808510638,448,0.42857142857142855,0.54339599609375,0.8392857142857143,0.7239583333333334,1.0,vim,0.5,1,0.3392857142857143,medium,0.8250453352928161
761,307,0.40341655716162944,0.5965834428383706,454,0.42857142857142855,0.54339599609375,0.8493303571428571,0.7239583333333334,1.0,vim,0.5,1,0.34263392857142855,medium,0.84219990670681
770,313,0.4064935064935065,0.5935064935064935,457,0.42857142857142855,0.54339599609375,0.859375,0.7239583333333334,1.0,vim,0.5,1,0.34933035714285715,medium,0.862032252550125
779,316,0.4056482670089859,0.5943517329910141,463,0.42857142857142855,0.54339599609375,0.8694196428571429,0.7239583333333334,1.0,vim,0.5,1,0.35267857142857145,medium,0.8815143048763275
788,320,0.40609137055837563,0.5939086294416244,468,0.42857142857142855,0.54339599609375,0.8794642857142857,0.7239583333333334,1.0,vim,0.5,1,0.35714285714285715,medium,0.8960636496543884
797,326,0.4090338770388959,0.5909661229611042,471,0.42857142857142855,0.54339599609375,0.8895089285714286,0.7239583333333334,1.0,vim,0.5,1,0.3638392857142857,medium,0.9126074403524399
806,329,0.40818858560794047,0.5918114143920595,477,0.42857142857142855,0.54339599609375,0.8995535714285714,0.7239583333333334,1.0,vim,0.5,1,0.3671875,medium,0.9275756180286407
815,333,0.4085889570552147,0.5914110429447853,482,0.42857142857142855,0.54339599609375,0.9095982142857143,0.7239583333333334,1.0,vim,0.5,1,0.3716517857142857,medium,0.9523028194904328
824,337,0.40898058252427183,0.5910194174757282,487,0.42857142857142855,0.54339599609375,0.9196428571428571,0.7239583333333334,1.0,vim,0.5,1,0.37611607142857145,medium,0.9679285407066346
833,343,0.4117647058823529,0.5882352941176471,490,0.42857142857142855,0.54339599609375,0.9296875,0.7239583333333334,1.0,vim,0.5,1,0.3828125,medium,0.9753337740898133
842,348,0.41330166270783847,0.5866983372921615,494,0.42857142857142855,0.54339599609375,0.9397321428571429,0.7239583333333334,1.0,vim,0.5,1,0.38839285714285715,medium,0.987776225805283
851,353,0.41480611045828436,0.5851938895417156,498,0.42857142857142855,0.54339599609375,0.9497767857142857,0.7239583333333334,1.0,vim,0.5,1,0.3939732142857143,medium,0.9998456835746765
896,384,0.42857142857142855,0.5714285714285714,512,0.42857142857142855,0.54339599609375,1.0,0.7239583333333334,1.0,vim,0.5,1,0.42857142857142855,medium,1.0
896,384,0.42857142857142855,0.5714285714285714,512,0.42857142857142855,0.54339599609375,1.0,0.7239583333333334,1.0,vim,0.5,1,0.42857142857142855,medium,1.0
896,384,0.42857142857142855,0.5714285714285714,512,0.42857142857142855,0.54339599609375,1.0,0.7239583333333334,1.0,vim,0.5,1,0.42857142857142855,medium,1.0
896,384,0.42857142857142855,0.5714285714285714,512,0.42857142857142855,0.54339599609375,1.0,0.7239583333333334,1.0,vim,0.5,1,0.42857142857142855,medium,1.0
